insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (1, 'Williams and Sons''s Just Case Prototype #291', 5, 873487, 'Williams and Sons''s Just Case Prototype #291 is a luxury tv that cannot be found in your local stores! Mean later quality eye newspaper I reflect man. Personal charge night.', 'TV', 1.05, 2.81, 1.01, 'https://images.unsplash.com/photo-1691745034385-d5376238a97c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MDd8&ixlib=rb-4.0.3&q=80&w=1080', 73, '1976-11-20 08:46:19', '1991-09-17 08:48:42');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (12, 'Turquoise Secret Power Version 917', 75, 972743, 'Turquoise Secret Power Version 917 is a luxury female sportswear that cannot be found in your local stores! Four nothing vote life population film fall. Rich return car attention surface heart. Prepare war another bed consumer learn save.', 'Female Sportswear', 0.41, 2.76, 0.29, 'https://images.unsplash.com/photo-1692057431894-8d6516b21688?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTJ8&ixlib=rb-4.0.3&q=80&w=1080', 109, '2001-12-31 23:58:08', '2008-10-20 13:20:23');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (13, 'Moore-Nelson''s Wild Contribution Version 341', 28, 779668, 'Moore-Nelson''s Wild Contribution Version 341 is a luxury tv that cannot be found in your local stores! Must answer total seem late participant think. Purpose find common hear scientist important country. Many start seek expert.', 'TV', 1.08, 4.75, 4.98, 'https://images.unsplash.com/photo-1691991265410-c554a5720d27?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTN8&ixlib=rb-4.0.3&q=80&w=1080', 133, '1985-04-01 01:37:10', '2011-06-03 04:52:41');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (14, 'Born in Central African Republic: Slow Exam MK 702', 55, 487576, 'Born in Central African Republic: Slow Exam MK 702 is a luxury male accessories that cannot be found in your local stores! Chance reach positive current drive expect out. Land sense air decide.', 'Male Accessories', 3.31, 0.66, 2.81, 'https://images.unsplash.com/photo-1669811247691-f59af80a9974?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTN8&ixlib=rb-4.0.3&q=80&w=1080', 149, '1979-02-14 13:39:43', '2012-12-05 09:49:30');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (15, 'Dr. Collier''s Pure Explanation Version 61', 67, 833011, 'Dr. Collier''s Pure Explanation Version 61 is a luxury male clothing that cannot be found in your local stores! Medical serious couple even another hope take ago. Dark activity nice doctor. Body mother garden maintain.', 'Male Clothing', 0.82, 2.92, 0.83, 'https://images.unsplash.com/photo-1649354356907-8417404c1c9d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTR8&ixlib=rb-4.0.3&q=80&w=1080', 14, '1971-02-20 14:11:02', '1996-09-21 06:23:06');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (16, 'SlateGray Tough Horror Prototype #358', 71, 952371, 'SlateGray Tough Horror Prototype #358 is a luxury male clothing that cannot be found in your local stores! About teacher little focus home current interview. Newspaper ok visit have pattern guess view way. Significant foreign student prevent.', 'Male Clothing', 4.88, 3.93, 4.59, 'https://images.unsplash.com/photo-1693307421438-eb1d901f6f9a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTR8&ixlib=rb-4.0.3&q=80&w=1080', 68, '1992-07-16 03:04:59', '2007-07-29 01:26:09');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (17, 'Born in Romania: Wise Reflection Gen. 595', 33, 312040, 'Born in Romania: Wise Reflection Gen. 595 is a luxury floor decoration that cannot be found in your local stores! Serious defense development tell build stock. Despite anyone east big professor price stuff. Through wife write mention base water.', 'Floor Decor', 3.64, 4.38, 3.78, 'https://images.unsplash.com/photo-1692401891528-44cf0c97154e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTV8&ixlib=rb-4.0.3&q=80&w=1080', 85, '1988-08-09 14:21:44', '2004-08-17 23:23:15');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (18, 'Mrs. Moran''s Some Oven Prototype #668', 62, 938049, 'Mrs. Moran''s Some Oven Prototype #668 is a luxury male clothing that cannot be found in your local stores! Future throw almost cup election water. Five generation concern itself particularly which series. Hit each world within dream fill.', 'Male Clothing', 2.4, 2.78, 1.1, 'https://images.unsplash.com/photo-1633856384682-cff3b9f06682?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTV8&ixlib=rb-4.0.3&q=80&w=1080', 85, '2013-10-18 12:10:07', '2014-01-13 19:05:14');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (19, 'Mr. Mcbride''s Comfortable Shirt Edition 904', 11, 685649, 'Mr. Mcbride''s Comfortable Shirt Edition 904 is a luxury chairs and sofas that cannot be found in your local stores! Truth front item character. Personal almost late these to. Career Republican every reach our degree.', 'Chairs and Sofas', 0.52, 3.82, 2.46, 'https://images.unsplash.com/photo-1690573339641-2cf20e7f6d50?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTZ8&ixlib=rb-4.0.3&q=80&w=1080', 115, '1986-03-03 03:06:59', '2008-11-08 05:52:05');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (20, 'Born in Hungary: Correct Share Edition 61', 51, 117730, 'Born in Hungary: Correct Share Edition 61 is a luxury computer accessories that cannot be found in your local stores! Test hear build. Defense personal stage along visit west. Police cut might air event expert. Meet participant notice choice collection maybe.', 'Computer', 1.27, 0.5, 0.28, 'https://images.unsplash.com/photo-1692823548942-a3b06c13b607?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTZ8&ixlib=rb-4.0.3&q=80&w=1080', 93, '1994-06-15 06:13:49', '1998-07-22 13:15:50');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (21, 'MediumOrchid Official Effort Gen. 902', 64, 109189, 'MediumOrchid Official Effort Gen. 902 is a luxury chairs and sofas that cannot be found in your local stores! Art let medical forward attorney. Far beat lead skill. Save simple sport baby risk.', 'Chairs and Sofas', 2.74, 0.57, 2.31, 'https://images.unsplash.com/photo-1692879452826-649c6f685c37?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTZ8&ixlib=rb-4.0.3&q=80&w=1080', 111, '1973-05-01 22:31:47', '1997-06-03 20:23:08');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (22, 'Mr. Steele''s Funny Living Version 779', 28, 268460, 'Mr. Steele''s Funny Living Version 779 is a luxury boy clothing and accessories that cannot be found in your local stores! Itself affect sense. With affect raise Democrat relationship common any authority. Medical expert perform positive.', 'Boy Clothing', 0.96, 1.99, 1.75, 'https://images.unsplash.com/photo-1690362156187-0eda74b8d53f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTd8&ixlib=rb-4.0.3&q=80&w=1080', 94, '1972-02-05 14:17:29', '1999-02-07 23:25:40');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (23, 'Mx. Washington''s Dark Knife MK 199', 28, 794780, 'Mx. Washington''s Dark Knife MK 199 is a luxury refridgerator that cannot be found in your local stores! Factor challenge fine. Off safe need wide test fill suffer develop. Show school put truth customer. Low thank four woman marriage.', 'Refridgerator', 1.48, 0.75, 0.97, 'https://images.unsplash.com/photo-1693178701339-75d466e4b777?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTd8&ixlib=rb-4.0.3&q=80&w=1080', 146, '1970-04-15 03:17:12', '2005-03-23 18:35:43');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (24, 'Ewing, Ball and Sullivan''s Less Garden Edition 991', 94, 505731, 'Ewing, Ball and Sullivan''s Less Garden Edition 991 is a luxury male sportswear that cannot be found in your local stores! Mrs happen discussion bar she. Cover lawyer miss address player finally. Force often ten try.', 'Male Sportswear', 1.58, 0.93, 0.86, 'https://images.unsplash.com/photo-1635777402681-ac31ca7a322c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTh8&ixlib=rb-4.0.3&q=80&w=1080', 62, '2015-10-08 19:17:37', '2019-01-23 20:17:47');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (25, 'Ivory Dry Opening Version 751', 74, 726176, 'Ivory Dry Opening Version 751 is a luxury ball sports that cannot be found in your local stores! Middle main quite follow often sort. Stop teacher project wide when lead.', 'Ball Sports', 2.94, 3.92, 1.67, 'https://images.unsplash.com/photo-1692283746823-3fd6b956e7a1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTh8&ixlib=rb-4.0.3&q=80&w=1080', 146, '2011-01-06 22:12:07', '2013-12-20 16:03:14');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (26, 'LightCyan Green Parking MK 602', 33, 291855, 'LightCyan Green Parking MK 602 is a luxury refridgerator that cannot be found in your local stores! Create possible city animal. Statement little worker eye individual always. Street management late test approach level most.', 'Refridgerator', 0.65, 4.88, 3.67, 'https://images.unsplash.com/photo-1691727478684-6062c7dfd67f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTl8&ixlib=rb-4.0.3&q=80&w=1080', 1, '2005-01-01 17:06:57', '2006-01-11 02:36:05');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (27, 'ForestGreen Inevitable List Version 74', 60, 462813, 'ForestGreen Inevitable List Version 74 is a luxury male accessories that cannot be found in your local stores! Change issue reflect whole decide specific. Much which across director thus.', 'Male Accessories', 2.81, 2.5, 4.36, 'https://images.unsplash.com/photo-1691435664714-3a8def4491a9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MTl8&ixlib=rb-4.0.3&q=80&w=1080', 53, '2009-07-08 18:31:17', '2018-04-22 07:23:00');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (28, 'Mrs. Taylor''s Busy Advantage Edition 143', 55, 645427, 'Mrs. Taylor''s Busy Advantage Edition 143 is a luxury computer that cannot be found in your local stores! Issue owner however consumer fly. Unit today education present at management data. Its member edge reach. Fine those through method.', 'Computer', 0.64, 0.12, 0.34, 'https://images.unsplash.com/photo-1692496508898-18963724d9e3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MjB8&ixlib=rb-4.0.3&q=80&w=1080', 12, '1974-11-17 00:33:56', '1999-02-21 23:21:34');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (29, 'Mr. Taylor''s Terrible Physics Gen. 155', 74, 75038, 'Mr. Taylor''s Terrible Physics Gen. 155 is a luxury racket sports that cannot be found in your local stores! Concern guess sort purpose wide. Station stage since candidate call.', 'Racket Sports', 3.54, 0.45, 1.71, 'https://images.unsplash.com/photo-1693176257987-5edc35e6a95c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MjB8&ixlib=rb-4.0.3&q=80&w=1080', 6, '1978-06-03 13:21:38', '1987-11-23 19:34:01');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (30, 'Violet Neat Phrase Version 920', 60, 655594, 'Violet Neat Phrase Version 920 is a luxury refridgerator that cannot be found in your local stores! Newspaper go ago spring memory though attorney after. Hundred six whose those end live. Suggest set plan evidence north.', 'Refridgerator', 1.13, 2.33, 2.39, 'https://images.unsplash.com/photo-1691635187966-3795fd20fb77?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MjF8&ixlib=rb-4.0.3&q=80&w=1080', 16, '1975-07-14 05:12:11', '2019-02-02 16:11:07');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (31, 'Brown, Rangel and Johnson''s Great Shape MK 262', 16, 215654, 'Brown, Rangel and Johnson''s Great Shape MK 262 is a luxury female accessories that cannot be found in your local stores! Hundred place under reflect a magazine reason full. Skin hotel method crime.', 'Female Accessories', 2.28, 3.99, 2.11, 'https://images.unsplash.com/photo-1691928922932-8e8a3b0d95e3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MjF8&ixlib=rb-4.0.3&q=80&w=1080', 75, '1999-10-06 18:39:01', '2015-09-16 06:53:33');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (32, 'SaddleBrown Sensitive Interaction Edition 880', 66, 18310, 'SaddleBrown Sensitive Interaction Edition 880 is a cheap boy clothing and accessories that cannot be found in your local stores! Despite between discover president. Congress management major whatever central. Investment inside finish institution from bit.', 'Boy Clothing', 4.82, 3.13, 4.17, 'https://images.unsplash.com/photo-1692627806647-2ca49614fa44?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MjJ8&ixlib=rb-4.0.3&q=80&w=1080', 8, '1973-09-26 10:43:01', '1985-07-20 17:50:18');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (33, 'Black Responsible Parent Version 899', 51, 451737, 'Black Responsible Parent Version 899 is a luxury male sportswear that cannot be found in your local stores! Discussion mention part check try. Ago send fear. Your cover take citizen authority. Why son exactly finally go newspaper.', 'Male Sportswear', 4.68, 1.6, 4.43, 'https://images.unsplash.com/photo-1691044892876-b128d353e128?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MjJ8&ixlib=rb-4.0.3&q=80&w=1080', 61, '1981-09-17 05:31:44', '1994-03-21 19:31:45');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (34, 'Born in Barbados: Valuable Phrase No. 563', 35, 336476, 'Born in Barbados: Valuable Phrase No. 563 is a luxury wall decoration that cannot be found in your local stores! List indicate Democrat road year part. War hit officer alone perform perform. Lawyer go few focus always quality TV.', 'Wall Decor', 3.37, 2.32, 1.63, 'https://images.unsplash.com/photo-1691122581579-1dda33266c1c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MjN8&ixlib=rb-4.0.3&q=80&w=1080', 14, '1985-03-21 19:06:37', '1992-05-06 00:48:50');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (35, 'LightYellow Ill Cake Edition 625', 5, 203336, 'LightYellow Ill Cake Edition 625 is a luxury male sportswear that cannot be found in your local stores! Vote another bank energy. Glass behavior front break resource research. Find than sound PM approach.', 'Male Sportswear', 3.05, 0.71, 4.36, 'https://images.unsplash.com/photo-1691338520808-c0b59d10e117?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MjN8&ixlib=rb-4.0.3&q=80&w=1080', 17, '2002-02-07 21:26:36', '2015-01-16 12:45:31');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (36, 'SeaShell Every Statement Version 653', 28, 186994, 'SeaShell Every Statement Version 653 is a luxury cooker and oven that cannot be found in your local stores! With than all the. Although according likely will. Soon best sense on national.', 'Cooker and Oven', 3.11, 1.54, 2.76, 'https://images.unsplash.com/photo-1691884874441-f72806cd7931?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MjR8&ixlib=rb-4.0.3&q=80&w=1080', 10, '1987-04-22 07:12:26', '2005-08-07 07:03:08');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (37, 'Montgomery PLC''s Just Payment Edition 80', 34, 458883, 'Montgomery PLC''s Just Payment Edition 80 is a luxury tv that cannot be found in your local stores! Another soldier ground thought. Hope for interesting likely.', 'TV', 4.14, 2.46, 4.29, 'https://images.unsplash.com/photo-1693292918380-7801f88515bc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MjR8&ixlib=rb-4.0.3&q=80&w=1080', 99, '1989-10-16 00:42:27', '2011-01-03 06:30:47');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (38, 'Born in Equatorial Guinea: Comfortable Chair Gen. 117', 23, 307996, 'Born in Equatorial Guinea: Comfortable Chair Gen. 117 is a luxury wall decoration that cannot be found in your local stores! Film contain clearly tax. Pass difficult decide eye standard. Heart show respond baby even water. Foot get base positive worker language.', 'Wall Decor', 4.18, 1.14, 3.02, 'https://images.unsplash.com/photo-1657996460340-d23c9cc0d15f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MjV8&ixlib=rb-4.0.3&q=80&w=1080', 125, '1977-12-04 14:42:19', '2015-02-02 05:43:50');
insert into product (id, title, seller_id, price, description, category, length, width, height, image, remaining, created_at, updated_at) values (39, 'Meyer Ltd''s Stupid Audience Gen. 23', 82, 822439, 'Meyer Ltd''s Stupid Audience Gen. 23 is a luxury computer that cannot be found in your local stores! Name tonight as once item name range. Day across pull area action. Class force staff week.', 'Computer', 1.48, 2.96, 4.03, 'https://images.unsplash.com/photo-1692005561659-cdba32d1e4a1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w0OTc0Mzd8MHwxfHJhbmRvbXx8fHx8fHx8fDE2OTM4MDI4MjV8&ixlib=rb-4.0.3&q=80&w=1080', 122, '1984-07-29 13:17:23', '2013-01-09 07:21:00');
